backend,iterations,seconds,ops_per_sec
stencilc-jit,200,0.5733454269993672,348.8298512237384
stencilc-interp,200,0.41229086099974666,485.0944294885132
gcc-O0,200,49.11887398900035,4.0717545773705615
gcc-O2,200,49.692519361999985,4.0247506580022705
clang-O0,200,39.78128273400034,5.027489971535373
clang-O2,200,43.44774692200008,4.603230642984816
tcc,200,1.5176814110000123,131.77996287654233
